uuid,description,color,price,cc3,sparkling,floral,striped,description_proc,escription_proc_len
00_061a8_3GCLq3r36FR3rzxe4G1ZMcoc,"off shoulders 
polyester stretch 
new
 ",BLUE,17.48,DRESSES,False,True,False,shoulder polyest stretch,3
05bce_7Gx4naphGSKHJxWRhGqmYWga,"H&M  print skirt with pockets
Waist 72 cm
Length 51 cm",WHITE,6.0,SKIRTS,False,True,False,print skirt pocket waist length,5
00_0742c_oipttuXzZaM4i6FbaWZDF9gu,"Vintage chic women  print sashes bat sleeve beach Bohemian kimono dresses // Ladies V neck Tassel Summer Boho dress
Material: Mixture between Cotton and Rayon to be so comfortable
Size M !!
Style: Bohemian

Sleeve Length(cm): Short

Neckline: V-Neck

Dresses Length: Knee-Length

Decoration: Sashes

Waistline: Natural

Silhouette: Straight

Pattern Type: Print

Sleeve Style: Batwing Sleeve",ROSE,47.988,PULLOVERS_SWEATERS,False,True,False,vintag chic women print sash sleev beach bohemian kimono dress ladi neck tassel summer boho dress materi mixtur cotton rayon comfort size style bohemian sleev length short necklin neck dress length knee length decor sash waistlin natur silhouett straight pattern type print sleev style batw sleev,46
00_0705a_es3JV8wnDWJTAUWabdfhAwgq,Excellent condition ,BROWN,3.36,TROUSERS,False,False,False,excel condit,2
00_06437_Bam8cHkYwGRcDR6vrv81sm81,"New with tags, Campañia Fantastica brand skirt sold on ModCloth as the Sweet Yourself Skirt in Strawberry. The medium weight linen-like fabric is baby pink with white polka dots. Features wide pleats at the waistband, hidden side zipper, and slight elastic at the back waistband. Designed in Spain.

Measures approximately 24"" waistband and 24"" full length.",WHITE,19.0,SKIRTS,False,False,False,tag campañia fantastica brand skirt sold modcloth sweet skirt strawberri medium weight linen like fabric babi pink white polka dot featur wide pleat waistband hidden side zipper slight elast back waistband design spain measur approxim waistband full length,38
00_060cb_EghhCfMwAJq3ddHRQN43fENQ,"Size 1X black and white  rose print soft pants with a stretchy elastic waist. **Mint condition!

*Bundle & save*
*Make me an offer*
☆Items listed are on other sites to be sold. Don't wait to buy! :)
*Smoke & Pet free home
",VARIOUS,7.6,TROUSERS,False,True,True,size black white rose print soft pant stretchi elast waist mint condit bundl save make offer item list site sold wait smoke free home,24
056e8_FbVxMnEUyT44hxHsTsHyTYzQ,"velikost spise S 
nenošené 
lehký materiál 

osobní odběr Praha ",RED,5.835,TROUSERS,False,False,True,velikost spise nenošené lehký materiál osobní odběr praha,8
00_0608c_9FqnvT78uMXNFbspXHucY5fy,"cropped jeans made by evolution. these are a size large. has pockets on both sides! 

~~No flaws noted 

~ Please feel free to ask any questions you may have before purchasing ~xoxo",BODY,7.6,TROUSERS,False,False,False,crop jean made evolut size larg pocket side flaw note pleas feel free question purchas xoxo,16
00_06f30_CH4nEibUMuZSFA1HCZWSUhaV,"Coast Graphic Print Dress
Size 12
Belted
Excellent condition although the belt shows some wear and there is a small flaw in the fabric as you can see from the photos 
Pleated top section with black sheer mesh above 
Back zip and hook & eye clasp",PINK,18.0,DRESSES,False,True,False,coast graphic print dress size belt excel condit although belt show wear small flaw fabric photo pleat section black sheer mesh back hook clasp,24
00_05664_uZad5D6YGanZM5ArHxapzdW6,"Topshop Joni Jeans. 
worn once 
colour: indigo blue
size: 25 L30",LIGHT-BLUE,6.0,TROUSERS,False,False,False,topshop joni jean worn colour indigo blue size,8
00_068fb_CLJibpCcpgw3Ck1awsN6DGqG,"
🚚 All Items Sent Tracked🚚

🌙Usually post within 24 hours!
✨FREE goody every parcel!
🌙All items wrapped nicely before packaged!
✨My sole income so I take pride in every sale!
🌙Items listed elsewhere and disappear quickly so grab a lower price, and quick!
✨Stock updated and uploaded daily!!

Vintage designer brown straight trousers with turquoise thread stripe. precis petite size 10s
Approx measurements flat- W: 14” L: 40"" IN: 29""

TAGS
brown blue turquoise pinstripe stripe 
straight wide trouser bottoms smart formal work office interview nightout goingout drinks dinner party wedding church designer suit casual spring summer holiday vacation abroad grunge indie goth gothic hippie hippy gypsy hipster boho bohemian vintage retro 90s 00s noughties nineties Y2K 

IGNORE
Topshop RiverIsland prettylittlething Missguided missselfridge Motelrocks shein ohpolly celebboutique newlook H&M Next Dorothyperkins FrenchConnection FCUK KarenMillen Marks&Spencers Monsoon Mango Oasis Coast principles Zara Bershka Stradivarius accessorize pull&bear boohoo nike new balance puma Adidas Fila converse vans superdry hollister asos DKNY AllSaitns whistles joules abercrombie nastygal Thrasher Roxy Billabong hype urbanoutfitters",BROWN,26.4,TROUSERS,False,False,True,item sent track usual post within hour free goodi everi parcel item wrap nice packag sole incom take pride everi sale item list elsewher disappear quick grab lower price quick stock updat upload daili vintag design brown straight trouser turquois thread stripe preci petit size approx measur flat tag brown blue turquois pinstrip stripe straight wide trouser bottom smart formal work offic interview nightout goingout drink dinner parti wed church design suit casual spring summer holiday vacat abroad grung indi goth gothic hippi hippi gypsi hipster boho bohemian vintag retro noughti nineti ignor topshop riverisland prettylittleth missguid missselfridg motelrock shein ohpolli celebboutiqu newlook next dorothyperkin frenchconnect fcuk karenmillen mark spencer monsoon mango oasi coast principl zara bershka stradivarius accessor pull bear boohoo nike balanc puma adida fila convers van superdri hollist aso dkni allsaitn whistl joul abercrombi nastyg thrasher roxi billabong hype urbanoutfitt,143
00_05058_jd2jrgKHaX7nxEqgAqzhcfeL,"Dzinsinis sijonas
Dydis 38",LIGHT-BLUE,5.0,SKIRTS,False,False,False,dzinsini sijona dydi,3
00_052e0_whNZf2mR41DQKTYaAJpGmZoq,"new but no tags 
blush pink with  print 
Lacey around the outer edges 

I accept reasonable offers ",PINK,13.68,PULLOVERS_SWEATERS,False,True,False,tag blush pink print lacey around outer edg accept reason offer,11
00_0547c_K9NDTx4KPVnB3VV4Exo8vbt1,"Kelnės plonos medžiagos, geros būklės. Medžiagos pateiktos etiketėje nuotraukoje.


Galimas siuntimas į kitus miestus su papildomu siuntimo mokesčiu. Kaune galima atsiimti gyvai.

Kilus klausimams, kreipkitės per asmenines žinutes.",BLACK,5.0,TROUSERS,False,False,True,kelnė plono medžiago gero būklės medžiago pateikto etiketėj nuotraukoj galima siuntima kitus miestus papildomu siuntimo mokesčiu kaun galima atsiimti gyvai kilus klausimam kreipkitė asmenin žinut,25
054a3_b2zQBrMEWDGdyUbFqDaU7DvY,"Veryyy pretty  skirt, size 14 from Newlook 

Very good condition only worn once 

#newlook # #skirt",RED,3.5999999999999996,SKIRTS,False,True,False,veryyi pretti skirt size newlook good condit worn newlook skirt,10
06b4a_JK4oBBGk81nrx9UKsLB8sExt,Worn but fab condition.,BLUE,3.5999999999999996,SKIRTS,False,False,False,worn condit,2
00_068df_BWXcTMNG9UgMPM8RuqRkk5RZ,lovely condition gently worn ,BLACK,3.5999999999999996,TROUSERS,False,False,False,love condit gentl worn,4
00_07256_tAtKc92nfkDqfB9BktcGWAR2,"Dėvėtas kelis kartus, defektų nėra. Dydis atitinka.
Ilgis 29.5 cm.",NAVY,6.0,SHORTS_CAPRIS,False,False,False,dėvėtas keli kartus defektų nėra dydi atitinka ilgi,8
06830_Wpznok2on4qjFq4VrscKhapV,"aukstu liemeniu, be defektu",GREY,3.0,SHORTS_CAPRIS,False,False,False,aukstu liemeniu defektu,3
00_070fd_VJjpJtKxxa8mN1aQno3oBymA,"Crepe material and lined with soft fabric
Size 8-10
True to size but super stretchy and accommodating
Unsure what brand
Only worn once, excellent condition
Matching crop top also available 
Perfect for summer✨

#coord # #midiskirt #twopiece #bodycon #skirt #summer 
",VARIOUS,3.5999999999999996,SKIRTS,False,True,False,crepe materi line soft fabric size true size super stretchi accommod unsur brand worn excel condit match crop avail perfect summer coord midiskirt twopiec bodycon skirt summer,27
00_05496_tk8MebbjSAz6vDgLzWeQZCbt,"Only worn a couple times, size large but fits like a small",BLACK,11.4,SKIRTS,False,False,False,worn coupl time size larg fit like small,8
00_05942_tnDsdLdSjmfM3oexs3qiEtbL,Shift dress with  bodice,BLACK,3.5999999999999996,DRESSES,False,True,False,shift dress bodic,3
00_0621f_6g8GH95E97Yf87rigMVeyg6L,"Naujas moteriškas TJ megztukas,M dydis,super kokybiškas.",RED,58.0,PULLOVERS_SWEATERS,False,False,False,nauja moteriška megztuka dydi super kokybiška,6
00_073ca_cbSP11qSC3AopNptEbUvMe6J,new with tags,PINK,4.8,DRESSES,False,True,False,tag,1
00_05915_9TcHFKv3wmxLv8gAxgR9Rycs,"Naujas šventinis sijonas. Audinys turi kiek subtilaus blizgesio. Sijonas laiko varpelio formą. Ilgis šiek tiek žemiau kelių. Kairėje pusėje po klostėmis kišenė.  Spalva sunkiai nusakoma, kiek žalsvesnė, nei nuotraukose. Dydis tiktų merginai su 62 cm. liemens apimtimi. Labai graus ir lengvai derinamas sijonas.",GREEN,19.0,SKIRTS,True,False,False,nauja šventini sijona audini turi kiek subtilaus blizgesio sijona laiko varpelio formą ilgi šiek tiek žemiau kelių kairėj pusėj klostėmi kišenė spalva sunkiai nusakoma kiek žalsvesnė nuotraukos dydi tiktų merginai liemen apimtimi labai graus lengvai derinama sijona,37
05a72_dHELUTkx1dgjDV79w2XPHvme,"Fitted crop top, cute with black jeans and vans! ",BODY,4.5600000000000005,PULLOVERS_SWEATERS,False,False,False,fit crop cute black jean van,6
00_05dce_saqGAvdgDZ6QTTBh1xJDFDVX,"Dorothy Perkins Black Calabasas Printed Long Sleeve Sweat Top Sold Out Size 10 . 

New with tags 

A lovely casual sweat top never worn or tired on. has the original tag and price on the top still, I have marked the barcode so cannot be taken back to the shop to be returned due to VAT/ return policies. a little but of streching in the material great with a pair of jeans and trainers 100% cotton based check measurements 

38' - bust 
24' - drop

** Due to the lockdown I'm only using Royal Mail post box to drop off items if small enough or Hermes collection if they are too big.. Shipping within 3 working days of payment but can be quicker if I need to go to the shop which the post box is next to anyways so not going out of my way.. if needed ASAP I will send off next day for you please let me know *

#new #soldout #sweatertop #bundleon #lastchance",BLACK,16.2,PULLOVERS_SWEATERS,False,False,False,dorothi perkin black calabasa print long sleev sweat sold size tag love casual sweat never worn tire origin price still mark barcod taken back shop return return polici littl strech materi great pair jean trainer cotton base check measur bust drop lockdown use royal mail post drop item small enough herm collect ship within work day payment quicker need shop post next anyway go need asap send next pleas know soldout sweatertop bundleon lastchanc,74
00_05550_8NnScHsWp6MpP824D5tMDYNz,"worn once perfect condition 
",WHITE,18.0,TROUSERS,False,False,False,worn perfect condit,3
00_069e0_54VBDXjyfbxtpM1DDy7RSh1n,"💙J. Crew  Blue Chino Stretch Shorts
💙Size: 00
💙Condition like new!",BLUE,11.4,SHORTS_CAPRIS,False,True,False,crew blue chino stretch short size condit like,8
00_0653e_8KqmQw5S1H7kPF9zVj7LPvRm,"Good condition, no flaws. True to size. These shorts are so soft. I only wore them a handful of times, and got SO many compliments on them, they do not have the tag showing what the material is made of.


Thank you for your interest! I live in a smoke free, kitty friendly home. Message me if you have any questions ❤️ I do not normally take measurements due to not having enough time. I apologize for the inconvenience.",PINK,4.5600000000000005,SHORTS_CAPRIS,False,True,False,good condit flaw true size short soft wore hand time mani compliment show materi made thank interest live smoke free kitti friend home messag question normal take measur enough time apolog inconveni,32
0661e_9JAidVVGbX81Qd3aM8MJaLaC,"Pruhovaná mikina XDYE’S na zip. Velikost psaná S,doporučuji M. Mikina má kapuci a po stranách kapsy. Základní barva šedá, proužky černo-zelené.",GREY,9.725,PULLOVERS_SWEATERS,False,False,True,pruhovaná mikina xdye velikost psaná doporučuji mikina kapuci stranách kapsi základní barva šedá proužki černo zelené,16
05d99_WzYTj44kRSHNYLa9jKUitVxP,"denim shorts
size 10
oasis
very good condition ",BLUE,1.7999999999999998,SHORTS_CAPRIS,False,False,False,denim short size oasi good condit,6
00_05053_sbpZ3D55odBTREpvKSSDaM23,"it’s above the knee dress, it’s size L, new with tag, it does fit size 12 person 
",BODY,24.0,DRESSES,False,True,False,knee dress size size person,5
00_06097_QL8Z2EosSVEPC3XoMdtdZzhR,"it’s size XL, but more like L. Been worn but still looks nice, details on photo ",BLUE,3.5999999999999996,PULLOVERS_SWEATERS,False,False,True,size like worn still look nice detail photo,8
00_0615f_hPyfbC1krSysQhkJsVWM9qaG,"Size and fit: 
Fitted body
Model of 8,10

• Red lace dress with Layered with  lace",RED,72.0,DRESSES,False,True,False,size fit bodi model lace dress layer lace,8
00_064bf_Ty5ME71PKYkDc7iMhjJgSEev,"Size 8, like new ",BLACK,1.2,SKIRTS,False,False,False,size like,2
04ea8_9dkbPjoznLL4Yf4A6TZe9dx4,"Excellent condition.

Lovely pink and white  shirt dress. ",PINK,6.0,DRESSES,False,True,False,excel condit love pink white shirt dress,7
00_052ed_6WPJjnHtHrV6spSiTQk3frqo,"Prodám pruhované kalhoty 
jednou na sobě
balík do zásilkovny-65Kč",BLACK,4.667999999999999,TROUSERS,False,False,True,prodám pruhované kalhoti sobě balík zásilkovni,6
00_059f4_CXFE7zjZXYD2ciX8B5btSqHM,"Stylové kalhoty Zara Trafaluc, velikost uvedena S, odpovídají tomu ""na tělo"", hlavně přes boky, pak se od stehen směrem dolů zvolna rozšiřují. Jsou zhruba 3/4 délky (délka je cca 91 cm) a dole už jsou docela široké. Jsou spíše bokové. Střih módní culottes. Příjemný pružný tenčí materiál, takový jakoby úplet, veselé barevné pruhy a mají v sobě jakoby zlaté třpytky, zlatý lesk, viz foto. Hodně cool kousek,  bez vad, v podstatě nové. Doporučené poštovné 65 korun. #zara #zaratrafaluc #culottes #culottes36 #culotteszara #sirokekalhoty #kalhotyzara #zara36 #originalnikalhoty #partykalhoty #pruznekalhoty #retro #seventies #sedmdesatky #zlatekalhoty #gold #lesklekalhoty #modernikalhoty #modnikalhoty #letnikalhoty #stripes #pruhy #pruhovanekalhoty #colours #festival #coachella #barevnekalhoty #trpytivekalhoty #extravagant #lehkekalhoty ",GOLD,12.837,TROUSERS,True,False,True,stylové kalhoti zara trafaluc velikost uvedena odpovídají tomu tělo hlavně boki stehen směrem dolů zvolna rozšiřují zhruba délki délka dole široké spíše bokové střih módní culott příjemný pružný tenčí materiál takový jakobi úplet veselé barevné pruhi sobě jakobi zlaté třpytki zlatý lesk foto cool kousek podstatě nové doporučené poštovné korun zara zaratrafaluc culott culott culotteszara sirokekalhoti kalhotyzara zara originalnikalhoti partykalhoti pruznekalhoti retro seventi sedmdesatki zlatekalhoti gold lesklekalhoti modernikalhoti modnikalhoti letnikalhoti stripe pruhi pruhovanekalhoti colour festiv coachella barevnekalhoti trpytivekalhoti extravag lehkekalhoti,80
07281_vQueF2DT9oRXFYLG1k2ps72w,"Nauji, Ocean Pacific šortai. Polisteris.

Siunčiu Nemokamai Omniva 🤗",PURPLE,10.0,SHORTS_CAPRIS,False,True,False,nauji ocean pacif šortai polisteri siunčiu nemokamai omniva,8
00_0728c_97mUyZMjNugpmH57eW9knDSW,"Prekė geros būklės, dydis atitinka aprašymą. Audinys yra minkštas, gerai ištemptas.

The item is in a good condition, the size meets the description. The fabric is soft, stretches well.",BLUE,5.0,SHORTS_CAPRIS,False,False,False,prekė gero būklės dydi atitinka aprašymą audini minkšta gerai ištempta item good condit size meet descript fabric soft stretch well,20
072aa_avUwX4vCVAcU9HWKLUuwk6rk,Aqua cashmere sweater is in excellent condition. It has a camouflage pattern and is very soft. Size S. ,GREEN,26.6,PULLOVERS_SWEATERS,False,False,False,aqua cashmer sweater excel condit camouflag pattern soft size,9
00_05737_iTMB8K64iUbRkfkL5x3T6NLW,"Tobi - XS
100% Polyester  Shorts

3.6",VARIOUS,6.08,SHORTS_CAPRIS,False,True,False,tobi polyest short,3
00_0508c_TYd8Ts1ZPH3HahtVNm8CBB3e," printed, side slit. Maternity size 12. ",PINK,3.5999999999999996,SKIRTS,False,True,False,print side slit matern size,5
00_0631a_nUN9Mmqhsnm3d3KZkdGaPJvP,"H&M
BNWT 
Never worn
Size L
Knee length ",BODY,9.6,DRESSES,False,False,True,bnwt never worn size knee length,6
056e5_fBhU4zkFPrq8DBmHDN5G531c,"never worn but tags removed 
size 8",VARIOUS,18.0,SKIRTS,False,False,True,never worn tag remov size,5
0658d_pWmsmGXh6BkmPTW3xXaWJCuK,"only worn and washed the top once but skirt is still NWT
top is cropped and skirt is high waisted
will sell pieces separate!!",WHITE,13.68,DRESSES,False,False,True,worn wash skirt still crop skirt high waist sell piec separ,11
00_06bfc_fzy1FyDF4RTJC2wiCjoCFaeA,basic denim shorts,BLUE,1.2,SHORTS_CAPRIS,False,False,False,basic denim short,3
0556f_rfGkwBdbzyge4JgVwafhGG1Y,"This is such a perfect dress for the springtime 
#spring
",CREAM,9.120000000000001,DRESSES,False,True,False,perfect dress springtim spring,4
05bf6_Ppn6LGtrTmKXKyXop3B7jFAm,Megztinis su blizgučiais. Gražiai atrodiai prie džinsų. Būklė gera. ,GREY,6.0,PULLOVERS_SWEATERS,True,False,False,megztini blizgučiai gražiai atrodiai prie džinsų būklė gera,8
0685b_5NmEj7pYQJCyjjwTufS9xQuC,"šventinė, nuostabi aptmpta suknelė, blizganti, labai gražiai atrodo apsirengus, apsitempis gražiai ir labai nuostabiai blizga, tinka įvairioms progoms. be jokių defektų, kokybė labai labai gera
",GREY,10.0,DRESSES,True,False,False,šventinė nuostabi aptmpta suknelė blizganti labai gražiai atrodo apsirengus apsitempi gražiai labai nuostabiai blizga tinka įvairiom progom jokių defektų kokybė labai labai gera,23
00_06338_BUim3WsEg49aCHrxt4oERmoW,"Give your look some fun with this pleated maxi skirt. With a bold polka dot print throughout, this skirt has a contrasting  elasticated waistband for comfort. Tuck in a casual tee and pair with trainers for a relaxed off duty look.

One Size.

New with tags.",VARIOUS,42.0,SKIRTS,True,False,False,give look pleat maxi skirt bold polka print throughout skirt contrast elast waistband comfort tuck casual pair trainer relax duti look size tag,23
00_05613_1J6ZG8MvyJHKbwPBQWYbjsKp,"Like new
Stretchy jeans",BLUE,4.8,TROUSERS,False,False,False,like stretchi jean,3
00_05d9b_VWuoMPs491P2DdduU6D7ecet,"Super pohodlné leginy velikost M.
Délka:  100 cm 
v pase: 36 cm ( strečové) ",BLACK,7.390999999999999,TROUSERS,True,False,False,super pohodlné legini velikost délka pase strečové,7
00_06a52_ppWhbzenJStstNnCwMY7XU5m,Excellent condition ,NAVY,6.0,SHORTS_CAPRIS,False,False,False,excel condit,2
0634e_UkApuJFjR6XP9H1cRMJvPPjc,"Tik vienos fotosesijos metu vilkėtas, elegantiškas, originalus, denim dream sijonas.
Atrodo kaip naujas.
Ilgis 60 cm, klubai 90* + cm
*medžiaga tampri 
Pirktas denim dream parduotuvėje, už 69 eurus. 
Paskutinėje foto, galite pamatyti šio sijono analogą bei įsitikinti dėl kainos. 🙂
",WHITE,35.0,SKIRTS,False,False,False,vieno fotosesijo metu vilkėta elegantiška originalus denim dream sijona atrodo kaip nauja ilgi klubai medžiaga tampri pirkta denim dream parduotuvėj eurus paskutinėj foto galit pamatyti sijono analogą įsitikinti kaino,29
00_0725a_zZGBDh8AaLeC9ohp1yHP43mn,"guess brand shape up, butt lifting skinnies
",BLACK,3.04,TROUSERS,False,False,False,guess brand shape butt lift skinni,6
00_07162_s4W7XsGsgBqGK4ZKS6abgCaf,"Švadlenou zkrácené džíny pepe jeans.
Měly křivý dole šev a neuznali reklamaci, tak jsem je nechala zkrátit. 
Neunosím. Vel.27. Elastické.",NAVY,17.505,SHORTS_CAPRIS,False,False,False,švadlenou zkrácené džíni pepe jean měli křivý dole neuznali reklamaci nechala zkrátit neunosím elastické,14
00_05ee3_Jjx1cy9CyB2PVv8wtED869NC,"Puikios bukles :)

+pi

#megztinis  #megztinukas #dryzuotapalaidine ",BLUE,4.0,PULLOVERS_SWEATERS,False,False,True,puikio bukl megztini megztinuka dryzuotapalaidin,5
00_05993_pSgUkieqFa13DSh7upZpzwTq,"new with tags 
postage is Royal Mail 1st class ",BODY,41.988,SKIRTS,False,True,False,tag postag royal mail class,5
0556e_bxUFT5kTKP6xaGPk2jykdo7c,"Primark 60’s style bright coloured  dress 3/4 length sleeves. cute summer dress 


Everything must go so please check out my other items. happy with offers and bundles to combine postage 💚💚💚 Happy Shopping 

I am still posting ",PINK,1.7999999999999998,DRESSES,False,True,False,primark style bright colour dress length sleev cute summer dress everyth must pleas check item happi offer bundl combin postag happi shop still post,24
00_0615d_FHF1NuU9oYwQ5eg5MKvKH8pg,"Užsidėti kartą, tad visiškai nauji. Kadangi neturiu vienos spalvos maikių, sunkiau priderinti. Defektų nėra. Tiktų 34-36 dydžio merginoms.",BLACK,10.0,SHORTS_CAPRIS,False,False,True,užsidėti kartą visiškai nauji kadangi neturiu vieno spalvo maikių sunkiau priderinti defektų nėra tiktų dydžio merginom,16
00_06b7b_XWsdRSGy3dUs5GW9i6H7y2V7," Print Push-button cardigan. Worn but in good condition. 
Selling on behalf of a family member.
lovely for summer.",WHITE,24.0,PULLOVERS_SWEATERS,False,True,False,print push button cardigan worn good condit sell behalf famili member love summer,13
00_06693_x2ZYx5eeb4JuzeFnzHTCGqfP,"pastelově zelená, stříbrně zdobená sukně na uzávěr s pevným pasem
pas 34 cm
 délka 45 cm",GREEN,10.308499999999999,SKIRTS,True,False,False,pastelově zelená stříbrně zdobená sukně uzávěr pevným pasem délka,9
00_064ca_8UpXQnhn6n8YRZFnSFkrqFby,"Size M so fits 8 - 10 best. Worn a handful of times, so still in perfect condition. Can send more pictures. Perfect for summer. ",BLUE,3.5999999999999996,SKIRTS,False,False,False,size fit best worn hand time still perfect condit send pictur perfect summer,13
00_059a9_8tLiGhn4YScoduxntbmekbbu,"This is a really beautiful dress but like most, they are only worn for 1 event and than put away for the rest of its life. Great condition, pretty colors, very flattering. Coming from a smoke-free/pet-free household. have included a picture of me wearing the dress. make offers, cross posted. ",PINK,4.5600000000000005,DRESSES,False,True,False,realli beauti dress like worn event away rest life great condit pretti color flatter come smoke free free household includ pictur wear dress make offer cross post,27
00_0587b_QKJdNobRcjiU6xUSTSaumfXJ,"true to size 
worn, but very good condition ",BLUE,3.5999999999999996,SKIRTS,False,False,False,true size worn good condit,5
00_073ef_ySd7F7NRBHQeZdJuS8Xk3prA,Eva Mendes kolekcijos rūbas. gali būti dėvimas tiek su ganėtinai gilia iškirpte kaip vienas rūbas arba kaip megztukas ant kažko. subtiliai blizga. ,BLACK,30.0,PULLOVERS_SWEATERS,True,False,True,mend kolekcijo rūbas gali būti dėvima tiek ganėtinai gilia iškirpt kaip viena rūbas arba kaip megztuka kažko subtiliai blizga,19
00_0610f_sCatgbWHeeqxBZ5X2DAUZ4JH,"flysinis dryžuotas džemperis. flysas nesusivėlęs, puikios būklės.",RED,7.0,PULLOVERS_SWEATERS,False,False,True,flysini dryžuota džemperi flysa nesusivėlę puikio būklės,7
00_065f8_FQcdWeEg6pa8p68RFryMjke7,hardly worn,BLUE,6.0,SHORTS_CAPRIS,False,False,False,hard worn,2
00_06fa9_riixGnm7FV6dNYbks8h5jS3y,"brand new dress 
very pretty ",PINK,24.0,DRESSES,False,True,False,brand dress pretti,3
06538_7ejoBuN7upHXkq8hsh7FvtoJ,"Denim mom shorts with a little distressing.
Old Navy size 16
87% cotton 12% polyester 1% spandex 
No flaws",BLUE,6.08,SHORTS_CAPRIS,False,False,False,denim short littl distress navi size cotton polyest spandex flaw,10
05940_ZbHVERPD6mNAqCi68jzHgCsR,"White  dress
cold shoulder summer dress
stretch ",BLUE,13.68,DRESSES,False,True,False,white dress cold shoulder summer dress stretch,7
055c6_NkBfVsq3dBhNfTVpjmcq4Sf7,"New with tags.
Size best fits UK12.
Happy to accept offers.",BLACK,7.199999999999999,SKIRTS,False,False,False,tag size best fit happi accept offer,7
00_05d8c_nhUVTJp1XFqMwC1ApSLpQUXX,"Kelis kartus dėvėtą, labai gera.Labai gražiai išriškina kūno linijos.Tampri. xs-s nešiojancioms. ",BLUE,16.0,DRESSES,False,False,False,keli kartus dėvėtą labai gera labai gražiai išriškina kūno linijo tampri nešiojanciom,12
00_06772_MP6ee8TQSBZXxfEtJoFPxkVN,"Nenošená, pouze odstřihlá visačka.",GREY,3.8899999999999997,SKIRTS,False,False,True,nenošená pouz odstřihlá visačka,4
00_06f7c_Bb2mxXAFfGjEF1vbKP1QcQk6,Primark black denim skirt. Size 10. ,BLACK,3.5999999999999996,SKIRTS,False,False,False,primark black denim skirt size,5
00_06e8b_k7DFDjeUSN877iTCTLoPd5mK,thick material with cut out on the back. still with tag. size 16. from misslook. #dress #dress #size16 #misslook ,VARIOUS,21.599999999999998,DRESSES,False,True,False,thick materi back still size misslook dress dress size misslook,10
00_06cba_wRkohTjuKg3GS77sKPqGHbdD,"Party/ RAVE/ Clubwear/ Night Out/ Special Occasion 

     Light up the Night! Be the Star of the Show!

*Slip on Style
*Elasticized Waist 
*Full fitted lining
*Stretchy 
*Great Condition 
Size: Small- Forever 21
          Bust fits up to 36"" UNSTRETCHED 
          Length= 31"" Shoulder to Hem

ALSO SEE MY OTHER POSTINGS:
Jessica Simpson Boho Bell Sleeve Coat
New Red  Boho Oversize Dress/ Tunic

#americaneagle #americaneagleoutfitters #chic #hippie #hippy #freepeople #retro #anthro #haute #anthropologie #puffer #puffervest #puffer #ON #OldNavy #down #pufferjacket #harley #harleydavidson #harleydavidsonjacket #moto #biker #bikerapparel #motoapparel #patagonia #jcrew #boho #nwt #oversized #newboho # #vintage #chic #hippie #hippy #freepeople #retro #anthro #haute #anthropologie #gypsy #gypsies #prairieblossom #prairie 
tags for exposure  #urbanoutfitters #asos #forever21  #Boohoo #HM #Zora #Missguided #AmericanEagle #Lulus #Revolve #NastyGal #Princess #PollyOhPolly #NecessaryClothing #FashionNova #LucyintheSky #VictoriasSecret #PrettyLittleThing #Zara #Anthropologie #FreePeople #BrandyMelville #WhiteFox #Shareen #TigerMist #Shelly #northface #columbia #hollister #pink #truereligion #dutch #windsor #forever21 #rue21 #Topshop #oldnavy #polo #ralphlauren #paxson #vineyardvines #nike #underarmour #tommyhilfiger #lilypulitzer #victoriassecret #Adidas #Claires #journey #lululemon #pagoda #vans #verabradley #PINK
 
#clubwear #sexy #sequin #partydress #PINK #party #SILVER #club #RAVE #mini #skater #minidress #stretchydress


 ",PINK,14.44,DRESSES,True,True,False,parti rave clubwear night special occas light night star show slip style elastic waist full fit line stretchi great condit size small forev bust fit unstretch length shoulder post jessica simpson boho bell sleev coat boho overs dress tunic americaneagl americaneagleoutfitt chic hippi hippi freepeopl retro anthro haut anthropologi puffer puffervest puffer oldnavi pufferjacket harley harleydavidson harleydavidsonjacket moto biker bikerapparel motoapparel patagonia jcrew boho overs newboho vintag chic hippi hippi freepeopl retro anthro haut anthropologi gypsi gypsi prairieblossom prairi tag exposur urbanoutfitt aso forev boohoo zora missguid americaneagl lulus revolv nastyg princess pollyohpolli necessarycloth fashionnova lucyintheski victoriassecret prettylittleth zara anthropologi freepeopl brandymelvill whitefox shareen tigermist shelli northfac columbia hollist pink truereligion dutch windsor forev topshop oldnavi polo ralphlauren paxson vineyardvin nike underarmour tommyhilfig lilypulitz victoriassecret adida clair journey lululemon pagoda van verabradley pink clubwear sexi sequin partydress pink parti silver club rave mini skater minidress stretchydress,146
04f5e_WhRHk6x8eLyuLVWmcGsEG4Ni,"ilga dryžuota suknelė. balta blizganti spalva, tai tinka vakarui/ baliui :) dėvėta viená kartà. tiks ir M dydžiui",BLACK,25.0,DRESSES,True,False,True,ilga dryžuota suknelė balta blizganti spalva tinka vakarui baliui dėvėta viená kartà tik dydžiui,14
00_06ae1_jYScC1D19waqmRetwNcn6Gb7,Nauji. ,BLUE,4.0,SHORTS_CAPRIS,False,False,False,nauji,1
00_072c3_w8pC5f9kxBJmCCYHV1BnkFpa,"krásné leginky 
dělají krásnou postavu
elastické 
pas 2x 38 
skvělý materiál ",BLUE,27.657899999999998,TROUSERS,False,False,False,krásné leginki dělají krásnou postavu elastické skvělý materiál,8
