uuid,description,color,price,cc3,sparkling,floral,striped,description_proc,escription_proc_len
00_0555c_BHBpygqjrRqWLqNw8ZvFtxXh,#zara #blizgantis #sijonas #dryžuotas #rožinis ,PINK,8.0,SKIRTS,True,False,True,zara blizganti sijona dryžuota rožini,5
05929_Tv8VVFZBerVsJdAcpiT53pQx,"krasna pruhovaná sukně
",BLUE,13.576099999999999,SKIRTS,False,False,True,krasna pruhovaná sukně,3
05a72_dHELUTkx1dgjDV79w2XPHvme,"Fitted crop top, cute with black jeans and vans! ",BODY,4.5600000000000005,PULLOVERS_SWEATERS,False,False,False,fit crop cute black jean van,6
00_05323_j2FbipeHXLxtNMEtUu2zi1VY,"only worn a couple of times 
european size 32",VARIOUS,3.0,SKIRTS,False,True,False,worn coupl time european size,5
00_070fd_VJjpJtKxxa8mN1aQno3oBymA,"Crepe material and lined with soft fabric
Size 8-10
True to size but super stretchy and accommodating
Unsure what brand
Only worn once, excellent condition
Matching crop top also available 
Perfect for summer✨

#coord # #midiskirt #twopiece #bodycon #skirt #summer 
",VARIOUS,3.5999999999999996,SKIRTS,False,True,False,crepe materi line soft fabric size true size super stretchi accommod unsur brand worn excel condit match crop avail perfect summer coord midiskirt twopiec bodycon skirt summer,27
06936_iLjiVMdtWsgg5oG17KdKjUga,"Černá jednoduchá mikča s černým lesklým obrázkem tygra. 
Nošená jen párkrát, jako nová. ",BLACK,11.280999999999999,PULLOVERS_SWEATERS,True,False,False,černá jednoduchá mikča černým lesklým obrázkem tygra nošená párkrát jako nová,11
00_06484_H1z8QkBJMK1HpEYMZv1B85nB,"only tried on
never worn
good condition
yellow and black checkered crop jumper 
long sleeved ",BLACK,7.199999999999999,PULLOVERS_SWEATERS,False,False,False,tri never worn good condit yellow black checker crop jumper long sleev,12
067b8_d6ECWP5yLuvXRCK4yfdgZqAz,"💙search #violetmorose to shop my closet!💙

in good pre-owned condition!  very cute and comfy.  tag says XS but definitely fits a Small better.

bust: 46""
sleeve: 15.25""
length: 19.5""


█bundles█
20% off 2 items
30% off 3 items
40% off 4+ items
+ combined shipping!

▌i accept fair offers, or i counter
▌i can post try-on photos of most items!
▌1200+ lifetime sales, all 5-star reviews
▌i use 75% recycled packaging!
▌i sell on 7 platforms, so items can disappear!
▌smoke-free, pet-friendly home
▌i ship within 2 days
▌items are washed + lint-rolled before shipping!

ask me any questions!
have a great day :-)",RED,7.6,PULLOVERS_SWEATERS,False,False,True,search violetmoros shop closet good own condit cute comfi say definit fit small better bust sleev length bundl item item item combin ship accept fair offer counter post photo item lifetim sale star review recycl packag sell platform item disappear smoke free friend home ship within day item wash lint roll ship question great,54
00_05aca_HSZPXkZ6mJiWFxmngLQsMJQs,"Rhythm and blue denim shorts
label says size 8 but they are too big for me so I think they are more like a 12, I can measure them if required ",BLUE,6.0,SHORTS_CAPRIS,False,False,False,rhythm blue denim short label say size think like measur requir,11
00_06aec_mJX6QeBvUvfWHUpW21DKje3Q,"V supr stavu,málo nošené,hezky sedi.Pošta nebo Zásilkovna.",BLACK,3.1119999999999997,TROUSERS,True,False,False,supr stavu nošené hezki sedi pošta zásilkovna,7
05351_gR27xkLsjYKZ1qnTMJN1JdVy,Grungy  print. Great under a long sweater/tunic. Fleece-lined for colder-weather.,BLACK,2.2800000000000002,TROUSERS,False,True,False,grungi print great long sweater tunic fleec line colder weather,10
0699a_FaFLroTB2vv5rwXCXGn2tK3d,"Geleta Atmosphere lengva suknele,siek tiek permatoma,labai grazi, vasariska",NAVY,12.0,DRESSES,False,True,False,geleta atmospher lengva suknel siek tiek permatoma labai grazi vasariska,10
06e3f_pUJC45w7HrwvDoEXbNGikUfP,Cabi  mid length Butterfly Duster Size S Style #902 Tie Front Stretch . Excellent Pre-owned condition.,BROWN,19.0,PULLOVERS_SWEATERS,False,True,False,cabi length butterfli duster size style front stretch excel own condit,11
00_05bd3_oUFVMo4v1ADW9E7nqC4CgGrT,"Blue Denim Rosa Topshop Shorts 
Size 8 
Perfect Condition 
Vintage Wash with Ripped Off Pocket Detailing 
Topshop",BLUE,7.199999999999999,SHORTS_CAPRIS,False,False,False,blue denim rosa topshop short size perfect condit vintag wash rip pocket detail topshop,14
00_05ca0_yNTWTkExJkpYpm8DMmBUbB9i,"Stunning maxi dress with black bodice (sheer back) and black and cream chevron print skirt. Features a hidden side zipper, side slit and knee length lining. New with tags. Juniors large.",BLACK,19.0,DRESSES,False,False,False,stun maxi dress black bodic sheer back black cream chevron print skirt featur hidden side zipper side slit knee length line tag junior larg,24
06652_FLZwtAHHAQMaJVV1aaGpkJTx,"Šviesiai mėlyni džinsiniai šortai, geros kokybės, mažai nešioti, Cropp, 34 dydis",BLUE,2.0,SHORTS_CAPRIS,False,False,False,šviesiai mėlyni džinsiniai šortai gero kokybė mažai nešioti cropp dydi,10
00_05464_xuqHX2By1zjTv6Laf4gJZ3z9,"Summery white dress with blue flowers, super cute, small stain shown in last picture on the front other than that no flaws!",BLUE,3.04,DRESSES,False,True,False,summeri white dress blue flower super cute small stain shown last pictur front flaw,14
05598_HVLrBPmNdfpDbstdYSpiHPYV,"Linen like pants. Wide legged, Burgundy and white   design at bottom with a little black. Little to know stretch. Has some wear and distress between leg, and the color is a little off due to wash. But still looks great.
Size XL",WHITE,3.04,TROUSERS,False,True,True,linen like pant wide leg burgundi white design bottom littl black littl know stretch wear distress color littl wash still look great size,23
00_059f5_si52GxBmCFxMcawZYHPuQpsd,"Super cute and good quality material, no flaws! Zipper in the back falls mid-thigh ",ROSE,3.8,SKIRTS,False,True,False,super cute good qualiti materi flaw zipper back fall thigh,10
00_06981_L7mJnBcQ9nVwTbgc649hS7LB,Laisvo stiliaus dryžuotos kelnės. Malonios vaikščiojimui. Dydis tinka 36-38 dydžius nešiojančioms.,BLACK,10.0,TROUSERS,False,False,True,laisvo stiliaus dryžuoto kelnė malonio vaikščiojimui dydi tinka dydžius nešiojančiom,10
00_0598d_cxmZyZKakEz5wZVVzKkHexEk,"size medium 
in lovely condition 

bundle and save good deal fashion in style trendy digidaisyshop blue bell sleeve boho chic tribal damask  layering kimono cardigan ",BLUE,8.36,PULLOVERS_SWEATERS,False,True,False,size medium love condit bundl save good deal fashion style trendi digidaisyshop blue bell sleev boho chic tribal damask layer kimono cardigan,22
00_062f1_Sj6hE9U1JZY8JykvLMPViF4Q,stretchy bodycon dress with short sleeves and gold button fastenings. NEVER WORN WITH TAGS ,BLUE,7.199999999999999,DRESSES,False,False,False,stretchi bodycon dress short sleev gold button fasten never worn tag,11
00_06522_r5P1o6r9mAk6z5c3UqpXY9K3,skirt fits just above the knee on me I'm 5ft2 and has a small split only worn a handful of times ,BLUE,5.3999999999999995,SKIRTS,False,False,False,skirt fit just knee small split worn hand time,9
00_06a35_1pepa85LNrEGsT4hbeCgTG76,"🐝 béžová mikina Cropp s lesklým zipem
🐝 nošená max. jednou",BODY,5.835,PULLOVERS_SWEATERS,True,False,False,béžová mikina cropp lesklým zipem nošená,6
06911_dRCRfZXNthL6ZLtmdgqr3iGS,Size 4. Good condition. Stretchy comfy material and flattering fit.,BLACK,11.4,TROUSERS,False,False,False,size good condit stretchi comfi materi flatter,7
00_06127_hSwEwX79T2tKhoE1tXrXWfi8,Never worn before,BLACK,9.6,SKIRTS,False,False,False,never worn,2
00_04ebb_UuTuzkN8C9VNDvrhNbrLYSHo," strapless mid-dress from #Xtraordinary
size 3
swipe for size reference (i’m 5’3 without heels, reaches to my knees)
zipper closure",WHITE,11.4,DRESSES,False,True,False,strapless dress xtraordinari size swipe size refer without heel reach knee zipper closur,13
00_0668d_znohgxarAZ1ZDjXQcqg7Xvun,"smoke free pet free home
worn once ",BLACK,12.0,DRESSES,False,False,True,smoke free free home worn,5
00_04f64_yupuxx8z4HgKvA8MFF95y72Y,"very elastic waist 
slightly heavy material 
fits 10/12 ",RED,3.5999999999999996,TROUSERS,True,False,False,elast waist slight heavi materi fit,6
04e69_DFeLvh5ihwZDy1zCZjCZGLj1,"excellent condition, stretch cotton fabric ",BLUE,2.4,SKIRTS,False,False,False,excel condit stretch cotton fabric,5
00_063bd_8qcPKptUiRBJxtJDuXSc3EaB,"worn a few times, great condition and perfect for summer
size 10 
",BLUE,2.4,SHORTS_CAPRIS,False,False,False,worn time great condit perfect summer size,7
067d8_CNBraPxqneq3J5ZpXF9D5gzL,be defektu,BLUE,7.0,SKIRTS,False,False,False,defektu,1
00_05cfc_W3vDk3Y367Eo5skZLyA8nGxW,"pockets small but useable 
like new ",GREY,3.5999999999999996,PULLOVERS_SWEATERS,False,False,True,pocket small useabl like,4
00_05528_ogJ1eHPab4v4ASwkRw9dB9AT,"Tag says size 15. But fits more of a 13 or since its too small on me and im a 15. 

Literally just bought this and ripped off the tags. So I can't return it. Selling for way less than what I paid for :) ",BLUE,3.8,SHORTS_CAPRIS,False,False,False,say size fit sinc small liter just bought rip tag return sell less paid,14
00_0750f_7k5VAPXbFVy3EYnnESKVfpAq,"black culottes with button detailing 
size 4 but would fit a 6/8 as it’s stretchy material
only worn once

Calvin Klein Boux Avenue Gym Lounge Underwear Puma tracksuit jeans mom straight Levi jumper hoodie dragon shirt dress skirt Hollister  tee summer sexy diamanté silk ruched crop top  ripped jack wills urban outfitters motel rocks butterfly tie oh polly tartan lace bralet Gilly hicks denim skirt jacket brand new small medium large blue green yellow purple nude red dark pastel neon party rave festival mesh new look h&m shein Victoria secret pink Adidas Nike lemon sweaty Betty gym shark set pyjamas satin robe velvet fluffy coat Topshop primal pretty little thing Zara misguided joggers top pants leggings",BLACK,12.0,TROUSERS,False,True,True,black culott button detail size stretchi materi worn calvin klein boux avenu loung underwear puma tracksuit jean straight levi jumper hoodi dragon shirt dress skirt hollist summer sexi diamanté silk ruch crop rip jack will urban outfitt motel rock butterfli polli tartan lace bralet gilli hick denim skirt jacket brand small medium larg blue green yellow purpl nude dark pastel neon parti rave festiv mesh look shein victoria secret pink adida nike lemon sweati betti shark pyjama satin robe velvet fluffi coat topshop primal pretti littl thing zara misguid jogger pant leg,92
00_05c4c_h6KMrRayLFNaD9C4UxbBTxX3,"Nabízím měkký pruhovaný svetr s červeným lemem. Jde o zcela nový, nikdy nenošený kousek, pouze jsem vyzkoušela a odstřihla cedulky, tudíž je ve výborném stavu. Velikost odpovídá M, ale vypadá hezky i jako větší S. Složení uvedeno na poslední fotce.
♥️
Na požádání ráda přeměřím nebo pošlu foto na postavě. Jsem ochotná dát slevu.

#nový #pruhovaný #svetr #černobílý #yessica #camoda ",BLACK,9.725,PULLOVERS_SWEATERS,False,False,True,nabízím měkký pruhovaný svetr červeným lemem zcela nový nikdi nenošený kousek pouz vyzkoušela odstřihla cedulki tudíž výborném stavu velikost odpovídá vypadá hezki jako větší složení uvedeno poslední fotc požádání ráda přeměřím pošlu foto postavě ochotná slevu nový pruhovaný svetr černobílý yessica camoda,42
00_0507c_eKDRqtu1eriHXM7ePJo7RVdi,"Nošené, bohužel to není extra kvalitní materiál a proto se nahoře udělaly žmolky, viz fotka, a taky se povytáhla nitka. Osobně by mi to nevadilo - jsou strašně fajn do veder a ty vady nejsou nijak křiklavé. Ale bohužel mi nesluší :(
Sedí na bocích,  jsou hodně volné a mají prostorné kapsy. Vepředu je dekorativní pásek, vzadu guma. Mají ušitý falešný poklopec. Na poslední fotce vidíte materiál zevnitř - je klouzavý, chladivý. Proto moc doporučuji kalhoty nosit v létě. 
Pas: 42 cmv klidu, natáhne se až na 51 cm
Délka: 87 cm
Nefotím na postavě, díky za pochopení :) 
#pruhy #cullotes #palazzo #leto #summer #teplo #proužky",BURGUNDY,3.8899999999999997,TROUSERS,False,False,True,nošené extra kvalitní materiál proto nahoř udělali žmolki fotka povytáhla nitka osobně nevadilo strašně fajn veder vadi nejsou nijak křiklavé nesluší sedí bocích volné prostorné kapsi vepředu dekorativní pásek vzadu guma ušitý falešný poklopec poslední fotc vidít materiál zevnitř klouzavý chladivý proto doporučuji kalhoti nosit létě klidu natáhn délka nefotím postavě díki pochopení pruhi cullot palazzo leto summer teplo proužki,60
00_06eed_q4abLi52nPpDFtPznTqDZqTm,"Deveti tik keleta kartu, aukstesniu liemeniu, plesyti. Nuotrauku su šortais neprašykite, nes jie man jau mazi. Liemuo 66cm, klubai 44x2cm, ilgis 29cm",BLUE,12.0,SHORTS_CAPRIS,False,False,False,deveti keleta kartu aukstesniu liemeniu plesyti nuotrauku šortai neprašykit mazi liemuo klubai ilgi,13
00_051e0_hW1zhYGWxBSc2zVEJQd7hQHv,"ASOS  embellished pale pink shorts. size 8! Only worn once and lovely on for holiday 








#asos  #plt #top #dress #shorts #missguided #missselfridge #ohpollly #boohoo #lace #ibiza #vintage #bodysuit #zara #amercianapparel #houseofcb 
",ROSE,14.399999999999999,SHORTS_CAPRIS,False,True,False,aso embellish pale pink short size worn love holiday aso dress short missguid missselfridg ohpollli boohoo lace ibiza vintag bodysuit zara amercianapparel houseofcb,23
00_051fa_4jmK2F9vjY5YK6m7hVz1r2bg,#calvinklein #mikina ,GREY,15.559999999999999,PULLOVERS_SWEATERS,False,False,False,calvinklein mikina,2
00_0637d_sQNBTrF6fe3w5FgMKAVkzYeq,Zip closure in back for easy on and off. Key hole on back. Tie knot on sleeves. ,BODY,22.8,DRESSES,False,True,False,closur back easi hole back knot sleev,7
00_06eed_q4abLi52nPpDFtPznTqDZqTm,"Deveti tik keleta kartu, aukstesniu liemeniu, plesyti. Nuotrauku su šortais neprašykite, nes jie man jau mazi. Liemuo 66cm, klubai 44x2cm, ilgis 29cm",BLUE,12.0,SHORTS_CAPRIS,False,False,False,deveti keleta kartu aukstesniu liemeniu plesyti nuotrauku šortai neprašykit mazi liemuo klubai ilgi,13
00_06787_4RGdhjpEmE4YMD6pACy6zd4j,"#divided #blizgantis #megztukas #megztinis #hm #glitter 
#blizgantismegztukas #blizgantismegztinis #glittermegztukas #megztukassublizguciais ",BLACK,10.0,PULLOVERS_SWEATERS,True,False,False,divid blizganti megztuka megztini glitter blizgantismegztuka blizgantismegztini glittermegztuka megztukassublizguciai,9
05227_knaR4fWK7FhBK4cQSQVMoUd5,"Jedna strana pruhovaná s nápisem, druhá s nápisy a logem dole. PC přes 2tis. Neměním, díky za pochopení.
.
.
.
#billabong #mikina #pruhy #logo #nápis #stripes #blackandwhite #šedá #černobílá",BLACK,13.614999999999998,PULLOVERS_SWEATERS,False,False,True,strana pruhovaná nápisem druhá nápisi logem dole neměním díki pochopení billabong mikina pruhi logo nápis stripe blackandwhit šedá černobílá,19
00_06ef2_xgUuE5KdGCdNTQ1SJEv4RL2y,"blizgus, grazus megztinis, uzsegamas, raso dydis L, taciau tik ir M/S",GREY,3.0,PULLOVERS_SWEATERS,True,False,False,blizgus grazus megztini uzsegama raso dydi taciau,7
00_05dd1_mDdiaFmRSaKddtwu3s2ytpy3,"🌟Grey Primark Jumper with Burgundy/Black/White  Collar and Cuffs

➖Size XS/6/8

£4 (£3.10 Postage Fee)
Message for bundles/reasonable offers ",GREY,4.8,PULLOVERS_SWEATERS,False,False,True,grey primark jumper burgundi black white collar cuff size postag messag bundl reason offer,14
061bf_FhLxreTjWoZmqU4hdoTSaAnp,"Dryžuotas golfas, trumpesniu kaklu, šiek tiek trumpesnis, nešiojant paaukštinto juosmens kelnes kaip tik ilgis, dydis S",BLACK,3.0,PULLOVERS_SWEATERS,False,False,True,dryžuota golfa trumpesniu kaklu šiek tiek trumpesni nešioj paaukštinto juosmen keln kaip ilgi dydi,14
0701f_z2yy2Simpr7t48EA1BqVG3X7,"Naujos ,labai patogios ir gražios kelnytės.",BLACK,14.0,TROUSERS,False,False,True,naujo labai patogio gražio kelnytė,5
00_063a7_7exU1wpagpWqaahYtgKsL18Q,Excellent condition ,BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,excel condit,2
06113_CRv2mxqM2y5Sy3isPENsqs7g,"Labai blizgi, puošni suknelė su diržu kuris rišamas gale ar priekyje galima susirišti ir bantuka",ROSE,50.0,DRESSES,True,False,False,labai blizgi puošni suknelė diržu kuri rišama gale priekyj galima susirišti bantuka,12
06a8c_QnnUcPBqViwK85X5PYEm9NDA,"Tamsus dzinsiniai sortai su sagutemis sone.
Viena sagute pabraizyta.
Dydi raso L , bet labiau atitinka M.",BLUE,3.0,SHORTS_CAPRIS,False,False,False,tamsus dzinsiniai sortai sagutemi sone viena sagut pabraizyta dydi raso labiau atitinka,12
00_066a5_QApesNbKwoMesUinjhhrwkyU,soft and sexy top,BLACK,7.6,PULLOVERS_SWEATERS,False,False,True,soft sexi,2
06bd6_fweFsidi1d9VocNA6LDjLesD,"Stand out from the crowd and this sheer sleeved and feminine ruffle red dress. Super flattering for any occasion! 

Tie it in the back. 

New with Tags. 

33 1/2” in length 
15” shoulder to shoulder",RED,30.4,DRESSES,False,False,False,stand crowd sheer sleev feminin ruffl dress super flatter occas back tag length shoulder shoulder,15
00_04f03_FTtEBENd5Vkwde7sR2GfaJcK,"Puiki kokybe, jokiu defektu. siek tiek su blizguciu.",BODY,20.0,PULLOVERS_SWEATERS,True,False,False,puiki kokyb jokiu defektu siek tiek blizguciu,7
00_068a1_edhowFJV4TVzygY4PsMmHXz5,Liemuo 43 klubai 48 ilgis 43. Tamprus,BLUE,15.0,SKIRTS,False,False,False,liemuo klubai ilgi tamprus,4
0553d_ri2QAYwfdcz9qH3gaGpfeHKv,prodám kalhoty top stav mě už bohužel nesedí je to originál. pošta 55,BLACK,9.725,TROUSERS,False,False,False,prodám kalhoti stav nesedí originál pošta,6
00_06c3b_Cipp5fzrBZgWAeTWQu9ErkCq,"Hardly worn.
Perfect for summer! 
#summer #summerdress #crochet",PINK,1.7999999999999998,DRESSES,False,True,True,hard worn perfect summer summer summerdress crochet,7
00_05f90_9uQafnFSXWPbJmpxE8yd24Rx,"Has been worn
Size 20
Dark wash
Denim shorts 
Flaw: has a small mark on the left leg (shown in pictures)
Laying flat measurements:
Inseam- 7 inches 
Waist- 21 inches 
No trades: 732",BLUE,13.68,SHORTS_CAPRIS,False,False,False,worn size dark wash denim short flaw small mark left shown pictur lay flat measur inseam inch waist inch trade,20
00_06dba_RT3Xpxvb14qd3bMg1AgNP8zS,"Comfortable and sits above the knee. 
Low hang shorts.",BODY,12.0,SHORTS_CAPRIS,False,False,False,comfort sit knee hang short,5
04f6c_zHDAczxpTunW1v5cHEQr2i9Q,Stunning Glitzy Pink  Summer Skirt #excellentcondition #bonmarche ,PINK,9.6,SKIRTS,False,True,False,stun glitzi pink summer skirt excellentcondit bonmarch,7
00_06f87_hM74hCwDDCezbTY4cKAEhf6p,"Topshop kolekcijos ""Vinyl Editor Straight Jeans"" kelnės. Tai tiesaus kirpimo, aukštinto liemens bei žvilgančio audinio kelnės. Nepriekaištingai priglunda ir sukuria dailų siluetą. Unikalios, visada stilingos bei lengvai derinamos aprangoje.

Lookbook nuotraukos:

https://images.topshop.com/i/TopShop/TS02P11RBLK_M_1.jpg?$w1300$&fmt=webp&qlt=80

https://images.topshop.com/i/TopShop/TS02P11RBLK_M_4.jpg?$w1300$&fmt=webp&qlt=80

https://images.topshop.com/i/TopShop/TS02P11RBLK_M_2.jpg?$w1300$&fmt=webp&qlt=80

#topshop #black #vinyl #editor #straight #jeans ",BLACK,16.0,TROUSERS,False,False,False,topshop kolekcijo vinyl editor straight jean kelnė tiesaus kirpimo aukštinto liemen žvilgančio audinio kelnė nepriekaištingai priglunda sukuria dailų siluetą unikalio visada stilingo lengvai derinamo aprangoj lookbook nuotrauko https imag topshop topshop rblk_m_ webp https imag topshop topshop rblk_m_ webp https imag topshop topshop rblk_m_ webp topshop black vinyl editor straight jean,51
06927_PBcyFjcXpJ4i9NjKtWxNXaBK,"Mixed wool jumper with stripes and a beautiful abstract motif. Really unsual piece with chunky rolled neck, batwing sleeves, nipped in band of fabric at the waist and a quilted lining so it's extra cosy!
Shoulder pads included and removable for that authentic 80s look 🌿💕",RED,12.0,PULLOVERS_SWEATERS,False,False,True,mix wool jumper stripe beauti abstract motif realli unsual piec chunki roll neck batw sleev nip band fabric waist quilt line extra cosi shoulder pad includ remov authent look,29
00_04f1e_NupxNeJ9TwpovaKP7GKPPU4r,"Very good conditions, wore once 
Size 29
Stretch
All sales are final 
Pet and smoke free home
no trades ",BLACK,13.68,TROUSERS,False,False,False,good condit wore size stretch sale final smoke free home trade,11
00_06aaf_LgaJJDhda7ecFRDyrkLD5px6,"White dress with red  print, brand new with tags 🌹",RED,7.199999999999999,DRESSES,False,True,False,white dress print brand tag,5
00_0689a_JGfFmmoxubrubhWQ814wbGfM,"❤️worn a couple of times (mint!) 
❤️looks great with jeans :)",GREY,3.04,PULLOVERS_SWEATERS,False,False,False,worn coupl time mint look great jean,7
00_06ce8_rXdVper6YvcSomAJcpwCsL2u,"size 29 waist (would fit size 8-10)
New condition as never worn (too small for me) 
#diesel #denimshorts",BLUE,14.399999999999999,SHORTS_CAPRIS,False,False,False,size waist size condit never worn small diesel denimshort,9
052f8_aCPyjp4qz5tru8HGxmis8kmf,"Medvilnė. Mažai devėtas, blizgus.",GREY,10.0,PULLOVERS_SWEATERS,True,False,False,medvilnė mažai devėta blizgus,4
00_0598a_RhSvaezWuRmn2WHiZpBUeq6a,"C&A Your Sixth Sense Vintage pleated skirt

Black with gold  design and shiny gold threading

Label says size 14, could also fit size 12 based on fit on me - mid/long length, as it comes to around the shin (height dependant!) 

100% polyester, satin feel 

28 inch waist but elasticated
31 inch length (top of waistband to hem) 

F229",BLACK,12.0,SKIRTS,True,True,False,sixth sens vintag pleat skirt black gold design shini gold thread label say size size base long length come around shin height depend polyest satin feel inch waist elast inch length waistband,32
06cec_45tNQRXuuQBYtKjDDLeK7kZK,"Moc hezký, ráda jsem ho nosila, ale už je mi malý. Tričkový materiál. Rozměry ráda dodám.",GREY,1.9061,PULLOVERS_SWEATERS,False,True,False,hezký ráda nosila malý tričkový materiál rozměri ráda dodám,9
00_05b86_XMjYibN8jd6XuxFLW3x2eHHy,"Top stav, pas guma 36 cm, ",BLUE,3.1119999999999997,SHORTS_CAPRIS,False,False,True,stav guma,2
00_053ea_XiLr4DCooSHazZsvnFS2krxq,"Very good pre owned condition
Black and blue with a geometrical  print
Hoop belt
Flare cuffs
Polyester spandex blend
Size PM

Measurements with the garment laying flat

13"" waist
29"" inseam
38"" outseam
12"" front rise
22"" hips
12"" leg openings",BLACK,15.2,TROUSERS,False,False,True,good own condit black blue geometr print hoop belt flare cuff polyest spandex blend size measur garment lay flat waist inseam outseam front rise hip open,26
05a8c_TUW7C1gcjxLwNNrqHQmx1n4W,"vintage  embroidered knitted beige cardigan 

two hook & eye closure on top 
price is firm since I’m absolutely in love with this! 💕
fits like a woman’s XL or a men’s M
amazingly comfortable and unique piece

cute for an oversized look 🧚‍♀️
measurements in photos
goes past my butt (I’m 5’2)
baby pink & baby blue flowers and leaves / vines embroidered down front and ends of sleeves 💐🌻

tags
#sweater #vintage #cardigan # #embroidery embroidered mens womens unisex white tan offwhite 90s 80s 70s",CREAM,38.0,PULLOVERS_SWEATERS,False,True,False,vintag embroid knit beig cardigan hook closur price firm sinc absolut love fit like woman amaz comfort uniqu piec cute overs look measur photo goe past butt babi pink babi blue flower leav vine embroid front end sleev tag sweater vintag cardigan embroideri embroid men women unisex white offwhit,49
00_05a25_ahRCTbYF5Den8wJhnUZCVdhj,"🌸  print kimono worn once 

🌸 in very good condition from Avon size 12 to 14

🌸 perfect for summer 

#avon #kimono #size12 #summer ",VARIOUS,9.588,PULLOVERS_SWEATERS,False,True,False,print kimono worn good condit avon size perfect summer avon kimono size summer,13
05ba5_xSGYvR9eRrpYDXsPfM5xoCpJ,"Visada madinga,marinistinio stiliaus suknelė",BLUE,15.0,DRESSES,False,False,True,visada madinga marinistinio stiliaus suknelė,5
00_06309_K9osFk8YL3y9JZ2Hhq2wfpDt,"Gorgeous  summer/party dress. Zip fronted, with slightly padded cups fitted into the dress giving a lovely, flattering shape. Only worn once for a special occasion. 
Length at back is 25”/ 64cm",VARIOUS,9.6,DRESSES,False,True,False,gorgeous summer parti dress front slight pad cup fit dress give love flatter shape worn special occas length back,19
00_06a32_joq6M9D5vd32Dt97ZQDsxFPz,"Prodám krásný pruhovaný svetr, pohodlný, Příjemný materiál, nekousavy, rozmery délka 63 Cm, šířka měřena pod rukávy 52cm, šířka dole 42cm, elasticky, nevymenuji",VARIOUS,7.741099999999999,PULLOVERS_SWEATERS,False,False,True,prodám krásný pruhovaný svetr pohodlný příjemný materiál nekousavi rozmeri délka šířka měřena rukávi šířka dole elasticki nevymenuji,17
00_0666d_8o4kdLyL8iYfzXHrYJtq2AWa,"so cute, thick material, hangs well & very flattering. ",PINK,14.399999999999999,DRESSES,False,True,False,cute thick materi hang well flatter,6
0590c_n1dWvPboBBsqeVrmeoYtcRyF,"Nerealūs džinsiniai šortukai, be defektų ",BLUE,5.0,SHORTS_CAPRIS,False,False,False,nerealū džinsiniai šortukai defektų,4
00_07250_Tu9VewBLJzbpGxuoccAV9JNa,"
Brand new with tags!! Size 8",ORANGE,4.8,DRESSES,False,True,False,brand tag size,3
05a51_6oYEBoyw1QDNooS47yx4S6mH,"Dorothy Perkins grey  skirt | Size 8 | Only worn once for a wedding | Perfect condition | I’m 5ft 6 wearing it in the photo | Message me with any questions⭐️

# #wedding #christening #occasion #summer #formal",BLACK,18.0,SKIRTS,False,True,False,dorothi perkin grey skirt size worn wed perfect condit wear photo messag question wed christen occas summer formal,18
00_071fe_ZKjpYfK1GBf7pEJBsTsLMo3r,"worn a few times, still good condition.",WHITE,3.5999999999999996,PULLOVERS_SWEATERS,False,False,False,worn time still good condit,5
00_05c89_MaqyuL8qRkf2ufRDU6YKnz1a,"Size 26/2 
Adorable black denim slightly ripped shorts from Abercrombie! Barely worn and in great condition! Smoke free home :)",BLACK,9.120000000000001,SHORTS_CAPRIS,False,False,False,size ador black denim slight rip short abercrombi bare worn great condit smoke free home,15
00_051f4_Zy6aM3XB2knZo331NLdtuzWC,"orange  skirt
high waisted 
worn once 
size 6
RRP £32",ORANGE,18.0,SKIRTS,False,True,False,orang skirt high waist worn size,6
00_04e3c_4ywu3HF2zvhmgBuJWx66iD2b,"NWT Perfect condition no flaws
75% Polyestor 24% Cotton 1% Spandex
SIZE 4
Waist: 14.5"" (flat)
Length: 23""",BLUE,15.2,SKIRTS,False,True,False,perfect condit flaw polyestor cotton spandex size waist flat length,10
00_053a1_6L8i516we7cyXX65QJ2sqqXp,High waisted flowy shorts with cream and brown paisley print. BNWT.,BROWN,6.0,SHORTS_CAPRIS,False,False,False,high waist flowi short cream brown paisley print bnwt,9
00_06d82_6j7BrXDMu8FZV2jeLQTg8nyr," smart shift dress 
Worn once
Coast 2016 Stock 
Size 10 ",PURPLE,9.6,DRESSES,False,True,False,smart shift dress worn coast stock size,7
00_06568_rHNXhJUcRc6C2B5H4PogTFu6,"New without tags. 
",LIGHT-BLUE,3.5999999999999996,SHORTS_CAPRIS,False,False,False,without tag,2
00_07366_mGXEo5uRwUhzZBYxoEkeNFNy,"nenošené lesklé kratasy z hrubej kvalitnej látky, na gumičku (velikost S-L), na Praze 4",BURGUNDY,5.835,SHORTS_CAPRIS,True,False,False,nenošené lesklé kratasi hrubej kvalitnej látki gumičku velikost praze,9
00_05603_AAsPdX7wyhwCjszdSZcaAEPH,"nevyměňuji:)
délka 75
šířka 44
sedí na velikost xs-s pro drobnou postavu
",BLUE,3.501,DRESSES,False,False,True,nevyměňuji délka šířka sedí velikost drobnou postavu,7
00_072ed_DiFA5cJpY3ZnZefoecP2b7g2,Never worn,LIGHT-BLUE,12.0,SHORTS_CAPRIS,False,False,False,never worn,2
